sl_contract_id,sie_ic_ruc,sie_ic_proveedor,sie_ic_monto_presupuestado,sie_ic_monto_contrato,sie_ic_monto_adjudicacion,sie_ic_indicador_01,sie_ic_indicador_04,sie_ic_indicador_05,sie_ic_indicador_06,sie_ic_indicador_09,sie_ic_indicador_11,sie_ic_indicador_15,sie_ic_indicador_19,sie_ic_indicador_22,sie_ic_indicador_25,sie_ic_indicador_26,sie_ic_indicador_27,sie_ic_promedio,sd_entidad,sd_plazo_de_entrega,sd_objeto_de_proceso,sd_vigencia_de_oferta,sd_funcionario_encargado_del_proceso,sd_presupuesto_referencial_total_sin_iva,mean_document_similarity,mean_objeto_similarity,sd_autoridad_autoridad_ordenadora_de_gasto,sd_autoridad_maxima_autoridad_institucional,sd_autoridad_maxima_autoridad_responsable_de_la_gestion_administrativa__financiera,sd_comision_delegado_del_titular_del_area_requirente,sd_comision_delegado_del_profesional_afin_al_objeto_de_la_contratacion_designado_por_la_maxima_autoridad,sd_comision_profesional_afin_al_objeto_de_la_contratacion_designado_por_la_maxima_autoridad,"sd_comision_profesional_designado_por_la_maxima_autoridad,_quien_lo_presidira",sd_comision_secretario/a,sd_comision_titular_del_area_requirente,sie_ic_day,sie_ic_month,sie_ic_dow_friday,sie_ic_dow_monday,sie_ic_dow_saturday,sie_ic_dow_thursday,sie_ic_dow_tuesday,sie_ic_dow_wednesday,sie_ic_estado_proc_adjudicado_-_registro_de_contratos,sie_ic_estado_proc_cancelado,sie_ic_estado_proc_desierta,sie_ic_estado_proc_ejecucion_de_contrato,sie_ic_estado_proc_en_recepcion,sie_ic_estado_proc_finalizada,sie_ic_estado_proc_finalizado_por_mutuo_acuerdo,sie_ic_estado_proc_negociacion,sie_ic_estado_proc_por_adjudicar,sie_ic_estado_proc_suspendido,sie_ic_estado_proc_terminado_unilateralmente,sd_tipo_compra_bien,sd_tipo_compra_servicio,sd_comision_no,sd_comision_si,sd_variacion_puja,sd_anticipo_pct,sd_saldo_otra_-_revisar_terminos_de_referencia,sd_saldo_pago_a_30_dias,sd_saldo_pago_a_45_dias,sd_saldo_pago_contra_entrega_de_bienes_obras_o_servicio,sd_saldo_pagos_por_planilla,sd_estado_adjudicado,sd_estado_cancelado,sd_estado_desierta,sd_estado_ejecucion,sd_estado_finalizada,sd_estado_otro,sd_estado_recepcion
1684730,nan,,0.0,0.0,0.0,,1.0,1,,,,0,,,0.0,1.0,1.0,0.67,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DE SIGSIG,30,"ADQUISICIÓN DE MAQUINARIA TIPO MINICARGADOR PARA EL GAD MUNICIPAL DE SÍGSIG, DEL CANTON SIGSIG, PROVINCIA DEL AZUAY",30,compraspublicas@sigsig.gob.ec,,0.6815083015295011,0.0346980801975731,UYAGUARI QUEZADA PABLO ALCIBAR,UYAGUARI QUEZADA PABLO ALCIBAR,RAMOS TELLO ALVARO LEONEL,,,FAJARDO VASQUEZ EDISON PATRICIO,AMOROSO FARFAN MAURICIO ALEJANDRO,LEON ZUÑIGA CAROLINA ROSANNA,CABRERA ZAMORA JUAN PABLO,11,3,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.01,0.7,False,False,False,True,False,False,False,True,False,False,False,False
1699297,nan,,0.0,0.0,0.0,,1.0,1,1.0,,,0,,,1.0,1.0,1.0,0.86,Fiscalía General,15,ADQUISICIÓN DE TONERS PARA EL STOCK DE LA BODEGA DE PLANTA CENTRAL,30,jumboom@fiscalia.gob.ec,,0.5643741366352746,0.031185608005017,VOZMEDIANO OBANDO CRISTINA ELIZABETH,SALAZAR MENDEZ LADY DIANA,SARZOSA GUAMAN PABLO MAURICIO,BENALCAZAR PEREZ LUIS ALBERTO,,MEJIA HINOJOSA ELSA CRISTINA,HERMIDA MARCHAN GERMAN RODRIGO,JUMBO OVIEDO MARITZA YOLANDA,,5,5,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.01,0.0,False,False,False,True,False,False,False,True,False,False,False,False
1699134,nan,,0.0,0.0,0.0,,1.0,1,1.0,,,0,,,1.0,1.0,1.0,0.86,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MANTA,5,ADQUISICIÓN DE 5.000 KITS ESCOLARES CONVENIO ESPECÍFICO DE COOPERACIÓN INTERINSTITUCIONAL ENTRE EL GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN MANTA Y EL MINISTERIO DE EDUCACIÓN,90,erick_campozano@manta.gob.ec,,0.5557336446358346,0.0308723134165161,HIDALGO VERDESOTO PAOLA ISABEL,INTRIAGO QUIJANO AGUSTIN ANIBAL,CARVAJAL VALLEJO ANGEL EDMUNDO,,,,,,,5,5,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.005,0.0,True,False,False,False,False,False,False,True,False,False,False,False
1695638,602042137001.0,OLEAS SANTILLAN STALIN FERNANDO,31590.0,31400.0,31400.0,1.0,1.0,1,1.0,0.0,1.0,0,0.0,1.0,,1.0,1.0,0.73,GOBIERNO AUTONOMO DESCENTRALIZADO MUNICIPAL DEL CANTON MANTA,30,ADQUISICIÓN DE LICENCIAS DE RED DE HERRAMIENTA CAD PARA EL GOBIERNO AUTÓNOMO DESCENTRALIZADO MUNICIPAL DEL CANTÓN MANTA,90,letty_nieves@manta.gob.ec,31590.0,0.5586033106595415,0.0372293012867731,HIDALGO VERDESOTO PAOLA ISABEL,INTRIAGO QUIJANO AGUSTIN ANIBAL,CARVAJAL VALLEJO ANGEL EDMUNDO,,,,,,,21,4,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.005,0.0,False,False,False,True,False,False,False,False,True,False,False,False
1694633,1790885186001.0,COMPUTADORES Y EQUIPOS COMPUEQUIP DOS S.A.,754065.0,388850.0,388850.0,1.0,1.0,1,1.0,0.0,1.0,0,0.0,1.0,,1.0,1.0,0.73,Consejo de la Judicatura,1215,ADQUISICIÓN DE LOS COMPONENTES DE DIGITALIZACIÓN DEL DÍA A DÍA.,90,lourdes.diaz@funcionjudicial.gob.ec,754065.0,0.673162347193965,0.0644287019958197,JARAMILLO GRIJALVA VERONICA ZORAYA,PEÑAHERRERA NAVAS ANDRES SANTIAGO,PROAÑO HINOJOSA MARCELO PATRICIO,GUEVARA JIMENEZ JUAN XAVIER,,PICO MERCHAN ERICK REMIGIO,FLOR ARROYO ISRAEL ARTURO,DIAZ CABEZAS LOURDES GIOVANNA,,18,4,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.005,0.7,True,False,False,False,False,False,False,False,True,False,False,False
1750839,891790716001.0,ASOCIACION DE SERVICIOS DE LIMPIEZA LAS PALMERAS ASOSERLIMLASPAL,286061.28,271700.0,271700.0,1.0,1.0,0,1.0,,,0,1.0,,,1.0,1.0,0.75,HOSPITAL BÁSICO-ESMERALDAS,365,SERVICIO INTEGRAL DE LIMPIEZA DEL HOSPITAL BÁSICO ESMERALDAS,90,sambiruk17@hotmail.com,286061.28,0.6774857425830221,0.0348116453645161,LOOR ARROYO PIMELA YADIRA,LOOR ARROYO PIMELA YADIRA,DIAZ PLAZA EDSON JOHAN,,,ORTIZ ALEGRIA ANGELA GUADALUPE,PEREA PALACIOS MERCEDES DEL ROCIO,MARTINEZ PARRALES AURA VIOLETA,BERMUDEZ ZULETA LIZ,5,12,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,0.01,0.0,True,False,False,False,False,False,False,False,True,False,False,False
1750185,nan,,0.0,0.0,0.0,,1.0,1,1.0,,,0,,,1.0,1.0,1.0,0.86,"EMPRESA PUBLICA MUNICIPAL DE TRANSITO Y MOVILIDAD DE GUAYAQUIL, E.P.",60,ADQUISICIÓN E INSTALACIÓN DE PURIFICADORES DE DIESEL PARA LAS ESTACIONES DE COMBUSTIBLE DE LAS TERMINALES DEL SISTEMA METROVÍA,90,estefania.blum@atm.gob.ec,,0.5673535710789734,0.0290325489158367,CORDOVA HAZ LIZETH ALEXANDRA,RICAURTE BUMACHAR ROBERTO,CORDOVA HAZ LIZETH ALEXANDRA,,,,,,,2,12,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.01,0.0,True,False,False,False,False,False,False,True,False,False,False,False
1745065,nan,,0.0,0.0,0.0,,1.0,1,1.0,,,0,,,1.0,1.0,1.0,0.86,EMPRESA PUBLICA - EMPRESA MUNICIPAL DE AGUA POTABLE Y ALCANTARILLADO DE AMBATO,90,ADQUISICIÓN DE SENSORES Y ELEMENTOS DE INSTRUMENTACION DE CAMPO PARA LA PTAR AMBATO SECTOR LAS VIÑITAS,120,anny-lu15@hotmail.com,,0.4883889102649478,0.0255898061967734,ESPINOZA VINCES JOSE XAVIER,ESPINOZA VINCES JOSE XAVIER,VARGAS VILLACIS MARLON EDUARDO,,,,,,,17,11,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.006999999999999999,0.0,False,False,False,True,False,False,False,True,False,False,False,False
1744506,nan,,0.0,0.0,0.0,,1.0,1,1.0,,,0,,,1.0,1.0,1.0,0.86,CORPORACION ELECTRICA DEL ECUADOR CELEC EP.,160,TES ADQUISICION DE FILTROS AUTOMATICOS PARA MODULO DE LUBRICACION DE LOS MOTORES PIELSTICK DE LA CENTRAL TERMICA ESMERALDAS II INCLUYE INSTALACION Y PUESTA EN OPERACION,90,luz.villarreal@celec.gob.ec,,0.2336614194494168,0.0211640685215955,SAMPIETRO SAQUICELA JOSE LUIS,ANDRADE LABORDE NICOLAS EDUARDO,MUÑOZ VELEZ JORGE ANDRES,ESTUPIÑAN ZAMBRANO JOSE MARIA,,LOPEZ SOSA HECTOR HORACIO,VILLACRESES ALEGRIA WILAR ALBERTO,VILLARREAL VELIZ LUZ MARIA,,16,11,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,0.01,0.4,False,False,False,True,False,False,False,True,False,False,False,False
1743943,992643579001.0,PRODUCTOS ECUATORIANOS FARMACEUTICOS S.A. PRODE-FARM,19282.15,18303.54,18303.54,1.0,1.0,1,1.0,,,0,0.0,,,1.0,1.0,0.75,DIRECCION DISTRITAL 09D04 - FEBRES CORDERO - SALUD,15,"ADQUISICIÓN DE SOBRES DE HIERRO, MULTIVITAMINAS Y MINERALES: HIERRO-ZINC-VITAMINA A-ÁCIDO FÓLICO-ÁCIDO ASCÓRBICO SÓLIDO ORAL (POLVO) - 12,5 MG- 5MG- 300 MCG - 160 MCG - 30 MG EN POLVO PARA NIÑOS DE 6 A 24 MESES’’ PARA TRATAMIENTO DE ANEMIA PARA EL ABASTECIMIENTO EN LOS 29 ESTABLECIMIENTOS DE SALUD DE LA DIRECCION DISTRITAL 09D04 FEBRES CORDERO – SALUD",90,jruizz1988@gmail.com,19282.15,0.6742176906541573,0.0229316600867378,VERA GARIJO EDWIN ELADIO,VERA GARIJO EDWIN ELADIO,CALDERON GENDE MONICA HAYDEE,,,,,,,14,11,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.005,0.0,False,False,False,True,False,False,False,False,False,True,False,False
1679181,102087798001.0,MUÑOZ BRAVO FREDDY ARTURO,13479.93,11188.0,11188.0,1.0,0.0,1,1.0,,,0,1.0,,,1.0,1.0,0.75,AUTORIDAD PORTUARIA DE PUERTO BOLIVAR,15,"ADQUISICIÓN DE TÓNERS, CARTUCHOS, BOTELLAS DE TINTAS PARA IMPRESORAS",30,veronica.armijos@appb.gob.ec,13479.93,0.6395261883668837,0.0210925243197179,GARCIA GONZALEZ AIDA RAQUEL,GARCIA GONZALEZ AIDA RAQUEL,FEIJOO GALLARDO KLEBER YOVANI,,,,,,,10,2,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.005,0.0,False,False,False,True,False,False,False,False,False,True,False,False
1685225,993203548001.0,CORPORACIÓN-MARCA CONSTRUCCIONES S A,500000.0,497494.0,497494.0,1.0,1.0,0,1.0,0.0,1.0,0,1.0,1.0,,1.0,1.0,0.73,Empresa Pública Municipal de Tránsito y Movilidad de Durán,100,"ADQUISICION,REPOTENCIACION, INSTALACION Y PUESTA EN FUNCIONAMIENTO DE DISPOSITIVOS SEMAFORICOS EN VARIAS INTERSECCIONES DEL CANTON DURAN",30,bbaux@duran.gob.ec,500000.0,0.7080846557614282,0.0148194398008108,ORELLANA DE LA ROSA THELMO ABRAHAM,ORELLANA DE LA ROSA THELMO ABRAHAM,ZURITA MALDONADO ROSA CLARA,,,PACHECO CORTEZ JORGE GONZALO,CHERREZ OJEDA CARLOS VICENTE,GOMEZ RIVERA KAREM FERNANDA,MONTUFAR ALVAREZ WILLIAM RAFAEL,14,3,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,0.005,0.0,False,False,False,True,False,False,False,False,False,True,False,False
1723781,1791830105001.0,NIPRO MEDICAL CORPORATION,954198.0,286713.0,286713.0,1.0,0.0,1,1.0,0.0,1.0,1,0.0,1.0,,1.0,1.0,0.73,HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN,365,"ADQUISICIÓN DE SISTEMA PARA GASES SANGUÍNEOS Y ELECTROLITOS, ESPECIFICAR EQUIPO MEDIANTE PRUEBA EFECTIVA PARA LA UNIDAD DE PATOLOGÍA CLÍNICA, PARA EL HOSPITAL DE ESPECIALIDADES CARLOS ANDRADE MARIN",90,kthy2909@gmail.com,954198.0,0.6993877742037486,0.0430859338183402,FLORES OLMEDO MARIA JOSE,FLORES OLMEDO MARIA JOSE,MENA CALAHORRANO PATRICIA ALEJANDRA,ESCOBAR GRUEZO DOLORES ELOISA,,ARIAS YANEZ SILVIA MONSERRATE,VELASCO POLO VERONICA ALEXANDRA,LEON RIPALDA LUIS ANIBAL,,15,8,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,0.01,0.0,True,False,False,False,False,False,False,False,True,False,False,False
1699072,1792532264001.0,MEGAGROSTORE CENTRO AGROPECUARIO S.A.,22319.53,21088.44,21088.44,1.0,1.0,1,1.0,,,0,1.0,,,1.0,1.0,0.88,MUNICIPIO DE MEJIA,30,“ADQUISICIÓN DE INSUMOS Y MEDICAMENTOS DE USO VETERINARIO” y “ADQUISICIÓN DE ALIMENTO BALANCEADO PARA CANINOS Y FELINOS”,90,m.escobarm@municipiodemejia.gob.ec,22319.53,0.6735870908927171,0.0461360557068531,HIDALGO PINTO ROBERTO CARLOS,HIDALGO PINTO ROBERTO CARLOS,CASTRO CASTILLO CESAR GALO,,,,,,,4,5,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,0.01,0.0,False,False,False,True,False,False,False,False,False,True,False,False
1758596,1713996294001.0,CASTAÑEDA FUENTES RODOLFO FERNANDO,48890.62,23000.0,23000.0,1.0,1.0,1,1.0,,,0,1.0,,,1.0,1.0,0.88,CUERPO DE BOMBEROS DEL DISTRITO METROPOLITANO DE QUITO,30,ADQUISICIÓN DE MOBILIARIO PARA LAS DEPENDENCIAS DEL CBDMQ NO CATALOGADOS,90,jarosero@bomberosquito.gob.ec,48890.62,0.6944852333894099,0.0277645441792983,RODRIGUEZ ERAZO JUAN FERNANDO,CARDENAS VARELA ESTEBAN ERNESTO,RODRIGUEZ ERAZO JUAN FERNANDO,,,,,,,30,12,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,0.01,0.0,False,False,False,True,False,False,False,False,True,False,False,False
1757994,nan,,0.0,0.0,0.0,,1.0,1,0.0,,,0,,,1.0,1.0,1.0,0.71,GOBIERNO AUTONOMO DESCENTRALIZADO DE LA PROVINCIA DE ORELLANA,45,"ADQUISICIÓN DE MEDICAMENTOS PARA LA UNIDAD MÉDICA DE SALUD OCUPACIONAL DEL GOBIERNO AUTÓNOMO DESCENTRALIZADO DE LA PROVINCIA DE ORELLANA, AL SERVICIO DE LOS SERVIDORES Y TRABAJADORES.",90,jacquilaunica123@hotmail.com,,0.6894668519322245,0.052158019477932,ORELLANA MARQUINEZ MAGALI MARGOTH,ORELLANA MARQUINEZ MAGALI MARGOTH,SALINAS SALINAS JORGE OSWALDO,,,,,,,29,12,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,0.01,0.0,False,False,False,True,False,False,False,True,False,False,False,False
